17.25744778;1.24555492
17.85158389;1.307325146
18.26401818;1.392259207
18.64472676;1.480563667
19.08888676;1.572238527
19.65994962;1.651914765
20.29446391;1.740084409
20.92897821;1.828254053
21.59521821;1.91399701
22.29318393;1.995989631
22.99114966;2.072099374
23.68911538;2.123942243
24.3870811;2.175417431
25.08504682;2.243070536
25.71956111;2.347205659
26.3540754;2.413306338
27.05204112;2.442720731
27.75000684;2.4908868
28.44797257;2.526919432
29.14593829;2.552657026
29.84390401;2.58096838
30.54186973;2.620677811
31.23983545;2.662225642
31.93780117;2.689801635
32.63576689;2.723628188
33.33373261;2.751939541
34.03169834;2.776206416
34.72966406;2.8460656
35.42762978;2.900849908
36.1255955;2.928058222
36.82356122;2.943133098
37.52152694;2.982842529
38.21949266;3.032479318
38.91745838;3.066305871
39.6154241;3.115942659
39.99613268;3.139474174
