17.71164975;1.410738979
18.54751053;1.494733845
19.38337131;1.590643688
20.21923209;1.690525191
21.05509287;1.789524103
21.89095365;1.885433947
22.72681443;1.98134379
23.56267521;2.079460111
24.39853599;2.181989387
25.1964031;2.281711682
25.95627654;2.39098327
26.6781563;2.496182831
27.40003607;2.599278883
28.12191583;2.698923023
28.80580192;2.799726939
29.48968802;2.903227661
30.17357411;3.006728383
30.8574602;3.106453577
31.5413463;3.214808549
32.22523239;3.323163521
32.90911848;3.428282326
33.66899192;3.531836686
34.46685903;3.640164243
35.22673246;3.744096156
35.9866059;3.853367744
36.74647934;3.963610182
37.54434644;4.068539764
38.38020722;4.17592329
39.216068;4.283306816
39.78597308;4.352882169
